-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2015 through 12/31/2025 in LST
Location: latitude  31.1   longitude 77.17 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 897.65 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,PRECTOTCORR,T2M,RH2M,WS2M
2016,8,2,6.84,24.93,85.81,1.99
2016,8,3,0.91,26.28,77.45,1.23
2016,8,4,3.44,26.59,78.46,1.12
2016,8,5,5.62,26.46,79.94,1.2
2016,8,6,30.48,24.33,83.46,1.31
2016,8,7,11.89,25.37,80.96,1.26
2016,8,8,4.98,25.84,79.7,1.39
2016,8,9,10.42,25.94,82.35,1.36
2016,8,10,20.06,25.16,82.42,1.72
2016,8,11,10.08,24.38,87.16,1.37
2016,8,12,12.93,24.87,86.3,1.39
2016,8,13,6.31,25.41,81.15,1.5
2016,8,14,2.05,25.94,77.29,1.61
2016,8,15,8.4,25.89,77.83,1.85
2016,8,16,3.22,26.06,75.85,1.63
2016,8,17,0.68,26.31,71.33,1.27
2016,8,18,4.1,25.34,79.93,1.26
2016,8,19,3.59,26.76,76.07,1.38
2016,8,20,4.7,25.83,82.31,1.16
2016,8,21,19.78,26.09,81.48,1.23
2016,8,22,8.87,25.91,85.43,1.19
2016,8,23,3.71,25.3,84.38,1.57
2016,8,24,5.67,24.12,87.21,1.1
2016,8,25,4.57,25.66,81.15,1.03
2016,8,26,2.93,26.15,80.2,1.11
2016,8,27,8.34,24.17,85.79,1.38
2016,8,28,0.28,25.72,77.26,1.2
2016,8,29,3.53,24.66,83.8,1.52
2016,8,30,7.03,24.85,80.51,0.94
2016,8,31,12.51,24.24,85.35,1.29
2016,9,1,8.04,24.42,83.04,1.25
2016,9,2,2.12,23.96,84.85,2.09
2016,9,3,0.03,23.97,77.52,2.14
2016,9,4,1.72,24.66,69.93,1.52
2016,9,5,3.12,24.67,72.6,1.64
2016,9,6,0.02,24.43,75.68,1.82
2016,9,7,0.0,24.11,77.61,1.69
2016,9,8,0.37,24.65,77.67,1.9
2016,9,9,1.95,24.81,76.45,1.95
2016,9,10,1.58,24.74,72.94,1.68
2016,9,11,1.31,24.73,73.48,1.74
2016,9,12,0.87,24.88,73.46,1.69
2016,9,13,2.56,24.9,72.26,1.51
2016,9,14,1.3,24.7,72.25,1.63
2016,9,15,0.03,24.62,70.99,1.4
2016,9,16,0.0,25.16,68.67,1.39
2016,9,17,0.01,25.51,66.75,1.29
2016,9,18,0.07,25.68,64.94,1.26
2016,9,19,3.02,25.02,67.83,1.29
2016,9,20,1.82,25.66,70.69,1.31
2016,9,21,9.06,25.98,70.37,1.14
2016,9,22,5.57,23.86,75.93,1.11
2016,9,23,0.77,23.84,71.76,1.19
2016,9,24,0.75,24.45,63.1,1.13
2016,9,25,0.07,23.99,66.33,1.44
2016,9,26,1.8,24.05,69.26,1.29
2016,9,27,0.07,24.26,67.08,1.28
2016,9,28,0.03,24.89,63.09,1.16
2016,9,29,0.01,24.36,62.5,1.3
2016,9,30,0.0,25.16,66.28,1.58
2016,10,1,0.0,25.37,68.6,1.43
2016,10,2,0.07,25.99,66.38,1.33
2016,10,3,0.0,25.86,62.52,1.68
2016,10,4,0.15,25.59,60.2,1.32
2016,10,5,3.22,25.0,60.05,1.44
2016,10,6,1.78,24.06,62.25,1.39
2016,10,7,0.15,23.88,59.63,1.88
2016,10,8,0.0,24.37,54.32,1.6
2016,10,9,0.0,23.91,48.9,1.61
2016,10,10,0.0,23.09,49.1,1.54
2016,10,11,0.0,22.75,47.65,1.96
2016,10,12,0.0,22.41,43.27,1.97
2016,10,13,0.0,21.79,41.48,2.1
2016,10,14,0.0,21.99,40.41,1.83
2016,10,15,0.0,21.75,40.65,2.04
2016,10,16,0.0,21.48,38.96,1.88
2016,10,17,0.0,20.99,40.55,1.82
2016,10,18,0.0,21.1,39.21,1.66
2016,10,19,0.0,21.36,38.16,1.55
2016,10,20,0.0,22.29,37.26,1.56
2016,10,21,0.0,21.9,39.11,1.65
2016,10,22,0.0,21.35,38.22,1.81
2016,10,23,0.0,20.68,39.83,2.15
2016,10,24,0.0,20.86,35.53,1.8
2016,10,25,0.0,20.35,34.44,1.68
2016,10,26,0.0,20.83,35.43,1.79
2016,10,27,0.0,19.84,38.24,2.13
2016,10,28,0.0,20.16,34.62,1.97
2016,10,29,0.0,20.01,32.71,1.47
2016,10,30,0.0,18.24,36.13,1.25
2016,10,31,0.0,18.97,37.32,1.4
2016,11,1,0.0,19.04,38.6,1.69
2016,11,2,0.0,18.9,38.85,1.45
2016,11,3,0.0,19.41,38.85,1.49
2016,11,4,0.0,19.25,41.02,1.48
2016,11,5,0.0,18.42,45.13,1.6
2016,11,6,0.0,18.0,40.59,1.65
2016,11,7,0.0,17.67,36.77,2.14
2016,11,8,0.0,17.87,32.95,2.23
2016,11,9,0.0,18.67,28.39,2.01
2016,11,10,0.0,18.7,24.64,1.6
2016,11,11,0.0,17.61,27.73,1.72
2016,11,12,0.0,17.91,29.25,1.55
2016,11,13,0.15,17.74,35.62,1.48
2016,11,14,0.0,16.63,39.74,1.7
2016,11,15,0.0,15.74,38.77,1.77
2016,11,16,0.0,15.42,34.88,1.95
2016,11,17,0.0,16.44,30.88,2.12
2016,11,18,0.0,17.02,29.81,1.75
2016,11,19,0.0,17.46,29.88,1.67
2016,11,20,0.0,17.62,30.34,1.33
2016,11,21,0.0,17.64,31.66,1.39
2016,11,22,0.0,18.58,30.1,1.49
2016,11,23,0.0,17.07,35.1,1.27
2016,11,24,0.0,17.47,33.91,1.84
2016,11,25,0.0,18.03,32.49,2.28
2016,11,26,0.0,18.17,35.04,2.17
2016,11,27,0.0,18.09,35.12,2.04
2016,11,28,0.0,17.17,28.37,1.91
2016,11,29,0.0,17.48,22.1,1.44
2016,11,30,0.0,16.63,24.99,1.42
2016,12,1,0.0,16.14,30.05,1.47
2016,12,2,0.0,15.59,35.58,1.68
2016,12,3,0.0,15.89,30.84,1.34
2016,12,4,0.0,14.31,32.01,1.61
2016,12,5,0.0,14.87,31.52,1.71
2016,12,6,0.0,16.06,29.22,1.44
2016,12,7,0.0,15.74,33.84,1.49
2016,12,8,0.0,15.15,36.21,1.4
2016,12,9,0.0,15.82,35.72,1.36
2016,12,10,0.01,16.01,35.75,1.38
2016,12,11,0.06,17.34,35.43,1.36
2016,12,12,0.0,14.61,39.29,1.49
2016,12,13,0.0,13.28,40.72,1.72
2016,12,14,0.0,12.83,41.2,1.84
2016,12,15,0.0,12.55,34.16,1.98
2016,12,16,0.0,12.87,30.79,1.34
2016,12,17,0.0,13.3,29.79,1.45
2016,12,18,0.0,13.76,27.08,1.38
2016,12,19,0.0,13.93,25.71,1.98
2016,12,20,0.0,13.75,24.87,2.32
2016,12,21,0.0,14.79,23.32,1.85
2016,12,22,0.0,15.26,20.69,1.67
2016,12,23,0.0,15.06,20.32,1.44
2016,12,24,0.01,14.29,24.82,1.52
2016,12,25,5.32,12.66,40.59,1.49
2016,12,26,0.19,12.23,35.17,1.62
2016,12,27,0.0,13.21,24.42,1.69
2016,12,28,0.0,14.06,26.44,1.53
2016,12,29,0.0,14.29,26.78,1.41
2016,12,30,0.0,13.67,32.18,1.47
2016,12,31,0.0,13.36,39.82,1.59
2017,1,1,1.23,13.22,52.47,1.56
2017,1,2,0.03,12.85,57.06,1.39
2017,1,3,0.02,13.8,47.78,1.59
2017,1,4,0.18,13.59,49.49,1.54
2017,1,5,0.04,13.91,46.7,1.48
2017,1,6,23.5,12.49,54.29,2.45
2017,1,7,34.71,6.54,87.06,2.34
2017,1,8,1.01,7.62,76.48,1.5
2017,1,9,0.0,7.37,64.26,1.27
2017,1,10,0.69,6.82,51.69,1.6
2017,1,11,0.12,7.05,43.3,1.67
2017,1,12,0.0,7.59,36.64,1.48
2017,1,13,0.0,7.65,35.7,1.64
2017,1,14,0.0,9.46,35.53,1.65
2017,1,15,0.91,10.16,49.75,1.69
2017,1,16,6.47,9.2,59.72,1.93
2017,1,17,0.14,9.83,54.9,1.25
2017,1,18,0.03,9.84,53.83,1.45
2017,1,19,0.0,9.11,51.61,1.41
2017,1,20,0.0,11.07,40.71,1.46
2017,1,21,0.11,12.79,34.93,0.94
2017,1,22,0.22,13.94,40.19,1.39
2017,1,23,0.0,13.35,43.01,1.47
2017,1,24,1.15,14.06,39.54,1.24
2017,1,25,4.01,13.99,57.72,2.02
2017,1,26,39.31,9.72,82.08,3.01
2017,1,27,3.33,9.04,82.08,1.4
2017,1,28,0.0,10.61,72.58,1.8
2017,1,29,0.0,13.95,53.91,1.4
2017,1,30,0.1,14.78,49.38,1.24
2017,1,31,0.56,12.33,66.72,1.66
2017,2,1,0.0,12.56,59.13,1.48
2017,2,2,0.0,13.4,51.34,1.27
2017,2,3,0.0,14.46,45.19,1.22
2017,2,4,0.15,14.54,45.51,2.35
2017,2,5,7.56,12.9,64.38,2.91
2017,2,6,0.39,11.9,69.27,1.41
2017,2,7,0.0,12.64,49.33,1.42
2017,2,8,0.0,13.97,41.89,1.37
2017,2,9,0.0,11.1,46.7,1.73
2017,2,10,0.0,11.5,44.8,1.69
2017,2,11,0.0,14.03,40.7,1.38
2017,2,12,0.0,13.51,44.24,1.57
2017,2,13,0.0,13.89,43.21,1.68
2017,2,14,0.0,14.95,39.06,1.67
2017,2,15,0.0,16.42,41.03,1.69
2017,2,16,0.0,17.16,51.48,2.36
2017,2,17,0.0,17.8,55.88,2.27
2017,2,18,0.0,18.41,54.61,2.12
2017,2,19,1.52,19.36,51.33,1.22
2017,2,20,4.42,17.75,54.25,1.83
2017,2,21,6.81,15.49,57.18,1.6
2017,2,22,0.04,14.2,47.3,1.49
2017,2,23,0.0,13.23,41.87,2.44
2017,2,24,0.0,13.39,38.8,2.54
2017,2,25,0.0,14.47,38.48,2.47
2017,2,26,0.0,15.21,42.04,2.27
2017,2,27,0.0,16.64,35.56,1.98
2017,2,28,0.77,17.57,34.63,1.37
2017,3,1,1.49,17.6,42.12,1.4
2017,3,2,0.49,15.47,43.93,1.72
2017,3,3,0.01,14.81,42.82,1.85
2017,3,4,0.0,14.7,41.53,1.75
2017,3,5,0.0,14.37,37.44,2.49
2017,3,6,0.0,14.77,36.81,2.38
2017,3,7,2.2,13.93,50.04,1.48
2017,3,8,8.74,13.78,62.19,1.97
2017,3,9,3.13,13.89,58.62,2.16
2017,3,10,8.94,14.08,55.62,1.69
2017,3,11,9.94,10.51,64.12,1.39
2017,3,12,0.07,10.71,48.23,2.07
2017,3,13,0.0,12.31,43.07,2.43
2017,3,14,0.0,13.39,39.74,1.79
2017,3,15,0.02,15.06,41.27,2.17
2017,3,16,3.23,16.55,50.67,1.76
2017,3,17,0.47,15.46,55.81,2.01
2017,3,18,0.0,16.63,46.97,2.2
2017,3,19,0.0,17.47,40.2,2.22
2017,3,20,0.0,18.41,41.38,2.55
2017,3,21,0.0,20.38,39.27,2.48
2017,3,22,0.0,22.83,39.34,2.47
2017,3,23,0.05,23.0,41.09,1.89
2017,3,24,0.0,22.22,40.61,2.16
2017,3,25,0.0,21.65,36.38,2.35
2017,3,26,0.0,22.5,38.6,2.96
2017,3,27,0.0,24.31,38.35,2.88
2017,3,28,0.0,24.67,36.84,2.47
2017,3,29,0.0,25.35,37.88,2.52
2017,3,30,0.0,24.55,38.5,2.58
2017,3,31,0.0,26.18,36.9,2.7
2017,4,1,0.0,25.53,35.99,2.68
2017,4,2,0.0,24.58,30.85,2.52
2017,4,3,0.0,24.74,30.31,2.39
2017,4,4,0.94,24.17,32.5,1.67
2017,4,5,30.33,20.96,58.47,3.83
2017,4,6,6.35,22.97,45.33,5.67
2017,4,7,0.9,20.36,35.84,2.06
2017,4,8,0.0,20.27,29.23,2.07
2017,4,9,0.0,18.98,31.61,2.85
2017,4,10,0.0,19.94,30.37,3.32
2017,4,11,0.0,22.43,28.51,3.11
2017,4,12,0.0,24.59,27.19,2.61
2017,4,13,0.0,25.78,26.04,1.94
2017,4,14,0.0,26.76,28.4,1.99
2017,4,15,0.18,27.43,28.41,2.7
2017,4,16,0.0,29.25,24.33,2.04
2017,4,17,0.0,29.49,22.57,1.85
2017,4,18,0.0,30.45,21.93,1.95
2017,4,19,0.0,30.1,23.35,1.89
2017,4,20,0.0,31.6,21.91,1.73
2017,4,21,0.0,30.35,28.23,2.07
2017,4,22,5.06,28.87,38.28,1.68
2017,4,23,2.36,27.32,39.27,2.18
2017,4,24,1.99,25.84,40.6,2.1
2017,4,25,0.33,24.89,34.7,2.99
2017,4,26,0.49,25.79,31.0,2.02
2017,4,27,1.06,26.0,32.58,1.84
2017,4,28,0.09,27.22,28.05,2.14
2017,4,29,1.5,27.85,29.05,1.37
2017,4,30,4.48,25.93,39.47,2.49
2017,5,1,0.03,25.41,28.57,1.75
2017,5,2,0.0,26.47,25.98,2.94
2017,5,3,0.82,26.15,37.3,2.03
2017,5,4,0.27,26.3,37.47,2.36
2017,5,5,0.1,27.65,30.24,2.96
2017,5,6,0.08,28.93,27.83,2.14
2017,5,7,0.01,30.77,26.74,2.68
2017,5,8,0.0,31.5,25.35,2.27
2017,5,9,0.29,30.96,24.68,2.28
2017,5,10,1.08,29.9,30.45,2.49
2017,5,11,0.38,29.9,29.93,2.05
2017,5,12,4.86,30.38,32.2,1.97
2017,5,13,0.64,30.28,31.95,2.95
2017,5,14,0.18,30.98,29.24,2.71
2017,5,15,0.0,31.86,26.44,2.36
2017,5,16,0.62,30.86,29.81,2.8
2017,5,17,1.51,29.52,33.89,2.17
2017,5,18,4.85,28.37,40.15,1.43
2017,5,19,9.44,28.13,48.26,1.53
2017,5,20,1.58,29.19,39.94,2.16
2017,5,21,5.38,28.72,41.16,2.04
2017,5,22,11.62,26.32,53.21,1.74
2017,5,23,1.14,28.32,44.81,1.68
2017,5,24,0.13,30.08,37.64,1.65
2017,5,25,0.11,30.59,36.6,1.52
2017,5,26,3.06,30.99,35.42,2.63
2017,5,27,0.35,32.23,24.35,1.66
2017,5,28,0.97,30.2,30.05,2.28
2017,5,29,0.88,28.84,41.67,2.35
2017,5,30,3.65,28.7,43.22,1.96
2017,5,31,6.35,27.84,50.76,1.74
2017,6,1,0.07,28.43,38.97,2.39
2017,6,2,0.0,29.43,28.97,2.67
2017,6,3,0.0,32.05,27.4,3.0
2017,6,4,0.0,34.29,24.64,2.37
2017,6,5,0.25,33.43,29.67,2.63
2017,6,6,4.93,32.72,37.98,2.22
2017,6,7,38.64,28.08,58.05,2.14
2017,6,8,1.01,28.21,52.62,2.14
2017,6,9,3.41,27.81,50.66,1.55
2017,6,10,2.18,28.87,46.84,2.04
2017,6,11,0.47,28.49,43.15,1.6
2017,6,12,0.0,29.01,39.11,2.29
2017,6,13,0.89,30.61,35.76,2.27
2017,6,14,1.26,31.48,34.43,2.29
2017,6,15,1.21,30.64,39.43,2.1
2017,6,16,9.05,29.19,47.88,1.9
2017,6,17,7.28,28.62,51.5,1.69
2017,6,18,5.86,26.85,66.77,1.35
2017,6,19,5.39,29.35,60.87,2.49
2017,6,20,21.37,27.2,70.36,2.21
2017,6,21,9.09,26.27,63.8,1.62
2017,6,22,4.02,26.21,61.23,1.54
2017,6,23,0.0,28.05,51.87,1.96
2017,6,24,0.0,29.06,53.94,1.71
2017,6,25,7.11,29.59,54.29,1.41
2017,6,26,7.85,29.2,60.46,1.79
2017,6,27,8.17,28.91,60.86,1.29
2017,6,28,19.79,27.59,69.89,1.75
2017,6,29,17.61,25.04,83.12,1.79
2017,6,30,5.95,25.94,78.0,2.08
2017,7,1,6.59,27.38,71.9,1.4
2017,7,2,4.31,27.51,74.31,2.0
2017,7,3,1.74,27.61,69.95,2.11
2017,7,4,0.38,29.08,58.94,2.18
2017,7,5,7.36,29.21,63.49,1.94
2017,7,6,7.68,28.88,65.49,1.48
2017,7,7,4.25,27.41,68.44,1.57
2017,7,8,0.07,28.43,61.33,1.77
2017,7,9,0.52,29.41,57.39,2.05
2017,7,10,6.38,29.52,59.45,1.93
2017,7,11,14.34,27.92,66.42,1.45
2017,7,12,28.59,25.84,78.04,1.38
2017,7,13,12.87,26.13,76.68,1.33
2017,7,14,0.57,27.5,69.33,1.21
2017,7,15,1.3,27.69,71.45,1.37
2017,7,16,1.77,27.1,77.57,1.74
2017,7,17,4.08,27.43,74.71,1.8
2017,7,18,3.62,27.98,66.6,1.32
2017,7,19,0.38,28.6,62.45,1.46
2017,7,20,0.33,27.46,68.77,1.93
2017,7,21,8.56,27.44,71.46,1.68
2017,7,22,17.23,26.51,76.4,1.45
2017,7,23,5.59,26.99,76.53,0.95
2017,7,24,4.87,25.51,82.34,1.32
2017,7,25,4.32,26.16,79.39,1.35
2017,7,26,7.68,26.53,77.05,1.44
2017,7,27,52.15,26.06,80.43,1.61
2017,7,28,23.09,25.4,81.56,0.83
2017,7,29,6.05,24.97,86.53,1.39
2017,7,30,6.34,25.11,85.55,1.45
2017,7,31,14.22,24.76,86.57,1.6
2017,8,1,17.69,24.0,90.42,1.03
2017,8,2,23.03,24.01,92.3,1.77
2017,8,3,22.86,25.36,86.37,2.18
2017,8,4,20.05,26.22,81.16,1.55
2017,8,5,10.49,26.05,80.37,1.34
2017,8,6,2.17,26.15,80.34,1.04
2017,8,7,9.72,24.71,87.78,1.08
2017,8,8,11.45,25.65,83.83,1.14
2017,8,9,8.87,25.55,85.17,1.28
2017,8,10,2.79,25.9,84.68,1.87
2017,8,11,6.57,25.89,84.13,2.2
2017,8,12,4.81,25.51,84.51,1.94
2017,8,13,3.98,26.34,81.44,1.47
2017,8,14,8.22,25.07,84.51,1.33
2017,8,15,0.65,25.53,83.2,1.53
2017,8,16,0.0,24.9,84.24,2.16
2017,8,17,0.22,25.47,76.13,1.46
2017,8,18,3.94,26.54,69.97,1.3
2017,8,19,17.58,25.49,81.51,1.24
2017,8,20,27.81,24.94,84.41,1.16
2017,8,21,63.89,24.68,87.31,1.49
2017,8,22,11.88,25.38,83.18,1.16
2017,8,23,4.22,25.01,87.12,1.1
2017,8,24,4.17,24.37,88.34,1.3
2017,8,25,12.84,24.89,85.37,0.91
2017,8,26,1.3,24.97,85.11,1.66
2017,8,27,0.6,24.75,83.86,1.64
2017,8,28,3.9,25.11,81.86,0.88
2017,8,29,3.23,25.89,77.39,0.92
2017,8,30,2.01,25.79,81.46,0.85
2017,8,31,14.09,24.88,89.48,0.75
2017,9,1,37.07,23.79,88.36,1.06
2017,9,2,14.53,23.82,89.67,1.58
2017,9,3,1.19,23.07,87.41,1.67
2017,9,4,0.09,23.59,84.43,1.66
2017,9,5,0.16,23.56,88.96,2.09
2017,9,6,8.08,23.73,85.45,1.76
2017,9,7,10.06,24.02,83.0,1.39
2017,9,8,0.13,23.85,80.85,1.37
2017,9,9,0.69,24.1,81.91,1.59
2017,9,10,3.57,23.7,79.31,1.24
2017,9,11,0.16,23.98,78.72,1.86
2017,9,12,0.0,23.9,76.61,1.76
2017,9,13,0.06,23.88,77.09,1.53
2017,9,14,0.0,23.83,76.49,1.48
2017,9,15,0.0,24.07,73.7,1.61
2017,9,16,0.26,24.96,66.83,1.17
2017,9,17,0.14,24.92,69.98,1.39
2017,9,18,0.1,24.91,64.03,1.42
2017,9,19,0.0,24.73,56.22,1.33
2017,9,20,0.11,24.42,57.69,1.32
2017,9,21,0.63,24.17,59.08,1.32
2017,9,22,22.09,23.67,72.31,1.05
2017,9,23,46.02,21.2,87.81,1.64
2017,9,24,6.34,22.19,79.91,1.45
2017,9,25,0.0,22.61,72.13,1.92
2017,9,26,0.02,23.33,67.13,1.6
2017,9,27,0.01,24.01,62.64,1.3
2017,9,28,0.12,23.86,66.53,1.31
2017,9,29,0.01,24.09,65.85,1.66
2017,9,30,0.0,23.47,60.9,1.63
2017,10,1,0.0,23.32,51.48,1.49
2017,10,2,0.0,23.77,50.62,1.5
2017,10,3,0.0,22.73,59.35,1.58
2017,10,4,0.0,22.2,58.1,1.4
2017,10,5,0.0,22.03,60.89,1.66
2017,10,6,0.0,22.35,59.13,1.57
2017,10,7,0.0,23.39,55.06,1.35
2017,10,8,0.0,23.24,56.53,1.38
2017,10,9,0.0,23.1,59.59,1.4
2017,10,10,0.0,22.56,59.66,1.26
2017,10,11,0.0,23.11,57.38,1.24
2017,10,12,0.0,22.97,60.18,1.37
2017,10,13,0.05,22.74,57.9,1.59
2017,10,14,0.0,22.14,53.19,1.66
2017,10,15,0.0,22.37,46.21,1.57
2017,10,16,0.0,22.35,44.97,1.74
2017,10,17,0.0,21.94,45.57,1.68
2017,10,18,0.0,21.49,42.64,1.64
2017,10,19,0.0,22.71,41.52,1.39
2017,10,20,0.0,22.27,44.8,1.48
2017,10,21,0.0,20.98,47.48,1.68
2017,10,22,0.0,21.57,37.75,1.37
2017,10,23,0.0,19.89,42.24,1.49
2017,10,24,0.0,19.87,45.01,1.84
2017,10,25,0.0,19.44,43.56,1.59
2017,10,26,0.0,19.39,39.56,1.33
2017,10,27,0.0,18.74,42.23,1.52
2017,10,28,0.0,18.58,43.92,1.62
2017,10,29,0.0,18.26,43.83,1.44
2017,10,30,0.0,18.16,47.36,1.62
2017,10,31,0.0,18.57,46.53,1.28
2017,11,1,0.0,18.14,50.46,1.28
2017,11,2,0.0,18.01,51.68,1.28
2017,11,3,0.0,18.49,50.76,1.19
2017,11,4,0.0,19.45,49.74,1.26
2017,11,5,0.0,18.73,52.76,1.34
2017,11,6,0.0,17.95,54.44,1.43
2017,11,7,0.0,17.62,50.06,1.38
2017,11,8,0.0,17.59,50.04,1.45
2017,11,9,0.0,17.57,47.27,1.42
2017,11,10,0.0,18.21,44.25,1.41
2017,11,11,0.0,18.25,45.02,1.42
2017,11,12,0.0,17.33,43.79,1.44
2017,11,13,0.0,17.43,42.85,1.34
2017,11,14,0.0,15.67,52.35,2.16
2017,11,15,0.21,15.23,54.63,1.63
2017,11,16,0.22,15.4,55.58,1.25
2017,11,17,0.02,15.58,49.81,1.14
2017,11,18,1.4,15.1,56.94,1.31
2017,11,19,1.2,14.27,55.62,1.19
2017,11,20,0.02,14.27,53.02,1.21
2017,11,21,0.0,14.29,48.04,1.44
2017,11,22,0.0,13.91,41.08,1.58
2017,11,23,0.0,13.85,33.94,1.48
2017,11,24,0.0,13.93,32.4,1.66
2017,11,25,0.0,15.19,31.25,1.49
2017,11,26,0.0,14.41,35.38,1.59
2017,11,27,0.0,13.75,40.08,1.82
2017,11,28,0.0,14.92,36.88,1.67
2017,11,29,0.0,15.22,35.81,1.48
2017,11,30,0.0,14.38,37.71,1.73
2017,12,1,0.0,14.15,35.76,1.43
2017,12,2,0.0,14.24,36.4,1.43
2017,12,3,0.0,14.1,39.74,1.37
2017,12,4,0.0,13.96,40.31,1.25
2017,12,5,0.0,14.08,42.33,1.51
2017,12,6,0.11,14.98,46.67,1.57
2017,12,7,0.19,14.88,48.11,1.49
2017,12,8,0.0,14.56,38.82,1.53
2017,12,9,0.0,15.16,36.53,1.38
2017,12,10,0.0,14.99,41.12,1.43
2017,12,11,5.44,13.28,57.44,1.87
2017,12,12,12.63,10.61,84.78,2.12
2017,12,13,2.1,10.8,77.51,1.32
2017,12,14,0.02,11.39,56.56,1.42
2017,12,15,0.0,10.78,44.74,1.51
2017,12,16,0.0,10.82,38.22,1.54
2017,12,17,0.0,11.89,32.51,1.87
2017,12,18,0.0,14.0,31.95,2.05
2017,12,19,0.0,15.89,31.25,1.72
2017,12,20,0.0,15.88,37.38,1.35
2017,12,21,0.0,15.47,43.88,1.64
2017,12,22,0.0,13.82,39.88,1.81
2017,12,23,0.0,13.45,34.51,1.77
2017,12,24,0.0,13.09,39.54,1.12
2017,12,25,0.0,12.46,40.32,1.71
2017,12,26,0.0,13.23,34.51,1.2
2017,12,27,0.0,13.0,39.62,1.49
2017,12,28,0.0,14.04,36.91,1.75
2017,12,29,0.0,14.13,31.91,1.58
2017,12,30,0.0,13.16,35.77,1.47
2017,12,31,0.0,12.0,45.85,1.62
2018,1,1,0.03,11.03,44.54,1.38
2018,1,2,0.0,10.46,43.01,1.52
2018,1,3,0.0,9.77,39.48,1.56
2018,1,4,0.0,10.18,35.09,1.36
2018,1,5,0.0,9.79,39.3,1.65
2018,1,6,0.0,9.0,43.38,1.82
2018,1,7,0.0,9.51,40.66,1.9
2018,1,8,0.0,10.22,35.31,1.57
2018,1,9,0.0,11.61,30.81,1.64
2018,1,10,0.0,11.92,30.01,1.91
2018,1,11,0.0,11.91,33.06,1.31
2018,1,12,0.0,11.27,37.25,1.3
2018,1,13,0.0,10.74,37.61,1.9
2018,1,14,0.0,11.32,36.62,1.81
2018,1,15,0.0,11.45,33.01,1.89
2018,1,16,0.0,12.2,26.57,1.91
2018,1,17,0.0,12.17,28.59,1.83
2018,1,18,0.0,13.42,32.19,1.71
2018,1,19,0.0,13.66,31.76,1.54
2018,1,20,0.0,12.9,32.28,1.79
2018,1,21,0.0,12.6,28.68,1.5
2018,1,22,0.0,12.01,30.33,1.29
2018,1,23,13.62,7.91,58.71,1.9
2018,1,24,0.44,8.74,71.34,1.3
2018,1,25,0.0,9.04,56.39,1.85
2018,1,26,0.0,9.45,43.33,1.63
2018,1,27,0.0,10.07,38.45,1.81
2018,1,28,0.0,11.49,32.47,1.86
2018,1,29,0.0,13.02,33.5,1.93
2018,1,30,0.0,14.76,38.64,2.3
2018,1,31,0.0,13.77,43.3,2.15
2018,2,1,0.0,15.31,40.75,1.98
2018,2,2,0.0,14.27,40.49,1.76
2018,2,3,0.0,13.03,39.94,1.61
2018,2,4,0.0,13.02,31.62,1.67
2018,2,5,0.0,14.55,25.67,1.22
2018,2,6,0.0,13.96,28.33,1.71
2018,2,7,0.0,11.88,24.58,1.62
2018,2,8,0.0,11.58,26.3,1.7
2018,2,9,0.0,11.28,28.34,1.94
2018,2,10,0.0,12.64,25.94,1.67
2018,2,11,2.89,13.44,34.63,2.11
2018,2,12,18.82,9.35,76.59,4.45
2018,2,13,2.68,10.79,70.56,1.77
2018,2,14,0.0,11.25,48.49,2.18
2018,2,15,0.0,13.68,46.53,2.19
2018,2,16,0.0,15.09,53.46,1.85
2018,2,17,0.0,15.34,45.37,2.32
2018,2,18,0.0,14.18,30.19,2.04
2018,2,19,0.0,15.74,29.95,1.94
2018,2,20,0.0,17.45,32.06,1.92
2018,2,21,0.75,17.61,42.82,2.11
2018,2,22,0.01,17.54,39.19,1.73
2018,2,23,0.01,18.85,32.98,1.42
2018,2,24,7.84,17.35,48.35,2.61
2018,2,25,3.0,16.61,52.6,1.71
2018,2,26,0.0,16.68,42.23,2.4
2018,2,27,0.0,18.24,45.96,1.85
2018,2,28,0.0,17.7,50.94,1.21
2018,3,1,0.0,17.99,44.68,1.91
2018,3,2,0.1,19.56,41.81,1.93
2018,3,3,5.61,17.19,55.58,1.78
2018,3,4,2.81,15.87,56.95,1.17
2018,3,5,0.06,16.1,47.31,1.95
2018,3,6,0.0,15.81,42.74,2.31
2018,3,7,0.0,17.11,35.53,2.29
2018,3,8,0.0,18.39,33.75,1.96
2018,3,9,0.0,18.36,37.51,2.49
2018,3,10,0.0,18.16,39.12,2.32
2018,3,11,0.0,18.88,40.03,2.05
2018,3,12,0.0,20.18,41.05,2.32
2018,3,13,0.0,21.98,34.58,1.93
2018,3,14,0.0,21.78,29.14,2.46
2018,3,15,2.54,19.2,37.37,1.91
2018,3,16,0.14,18.37,37.02,1.84
2018,3,17,0.0,17.36,32.51,2.12
2018,3,18,0.0,18.51,29.25,2.38
